id,NAME,WEBSITE,TAGLINE,ADDRESS,INDUSTRIES,URL,website,rating,num_review,description,detail
1447575,Dicopay,http://www.dicopay.com/,Billing and invoicing app,"Hangövägen 19, 115 41 Stockholm, Sweden",fintech,,,,,,
975939,DrugStars,http://drugstars.com/,Medicin management and Real World Evidence Data provider,"28A, Emdrupvej, 2100 Copenhagen, Denmark",health;wellness beauty,,,,,,
1484609,StirApp,http://stirapp.it/,Laundry service,"Corso Camillo Benso Conte di Cavour, 34a, 41121 Modena MO, Italy",fashion,,,,,,
904630,Hellocare,https://hellocare.com/,Telemedicine company & Health networking platform. Building tools to digitize the doctor-patient relationship,"375 Avenue du Mistral, 13600 La Ciotat, France",health,,,,,,
1616749,Rewellio,https://www.rewellio.com/,Combining virtual reality and gesture control for stroke rehabilitation,"Technoparkstraße 3/16, 4820 Bad Ischl, Austria",health,,,,,,
1615788,Moodie,https://www.moodie.no/,"App to find information about events, night spots and other urban services","Fredensborgveien 24D, 0177 Oslo, Norway",event tech,,,,,,
1607192,Whispr,https://whispr.ai,Voice-first solution that literally ‘whispers’ guides and instructions into frontliner workers’ ears,"3, Puggaardsgade, 1573 Copenhagen, Denmark",enterprise software,,,,,,
1607065,GRAAPZ,https://www.graapz.com/fr/,Buy unsold baskets of fruits and vegetables from your neighborhood shopkeeper,"33 Rue Censier, 75005 Paris, France",food,,,,,,
1606914,Vidoser,https://vidoser.app/,"Challenge your friends, collaborate with brands and earn shopping vouchers","Italy, Catania, Via Gustavo Vagliasindi",marketing,,,,,,
1481524,Biosency,http://biosency.com,Medical device company focused on developing smart healthcare solutions,"1137a Avenue des Champs Blancs, 35510 Cesson-Sévigné, France",health,,,,,,
882251,Calipsa.io,http://calipsa.io,Automating traffic video surveillance using Artificial Intelligence,"51 Eastcheap, London EC3M 1JP",security;media,,,,,,
1724372,Box 2 Home,http://box2home.fr,Box 2 Home allows the relationship between pro and customer delivery drivers,"France, Paris, Rue Paul Barruel, 25",transportation,,,,,,
100156,NurseBuddy,http://nursebuddy.co,B2B SaaS. We help older people to live happier healthier life at home - avoiding the need to go to a hospital or a care home,"Finland, Tampere, Rautatienkatu, 21",health;enterprise software,,,,,,
1480754,Yeeld,http://yeeld.fr,Goal-based saving application,"Rue du Faubourg Saint-Honoré, 75008 Paris, France",fintech,,,,,,
1516742,Cinuru Research,https://www.cinuru.com,Cinuru,"August-Bebel-Str. 26-53, 14482 Potsdam, Germany",media,,,,,,
983990,Trezeo,https://www.trezeo.com/,Financial certainty for the self-employed,"Digital Exchange, Crane St, Dublin, Ireland",fintech,,,,,,
962227,Aveine,http://www.aveine.paris,Simplifies access to wine tasting with a collection of connected objects and services,"France, Paris, Rue des Haies, 80",food;enterprise software,,,,,,
949703,LAMA App,https://lama-app.com/,"Allows you to get in direct touch with experts, celebrities and people with interesting stories","Fehrbelliner Str. 57, 10119 Berlin, Germany",media,,,,,,
885853,Sviper,http://sviper.com/,Mobile gaming studio,"Sternstraße 5b, 20357 Hamburg, Germany",gaming;media,,,,,,
1602452,Limelight Music,https://limelight-music.com,Limelight Music - Where music finds you,"Gammel Kongevej, Copenhagen, Denmark",music,,,,,,
897559,Capitalise,http://capitalise.com,Finding finance for your SME clients from  over 100 institutional and fintech lenders throughout the UK,"2 Valentine Pl, South Bank, London SE1 8QH",fintech,,,,,,
885050,German Autolabs,https://www.germanautolabs.com/,Develops digital co-drivers for cars,"Köpenicker Str. 154, 10997 Berlin, Germany",transportation,,,,,,
1516892,8sense,https://8sense.com/en/,A coach and a wearable device that gives constant feedback on user’s posture and allows for the execution of different sets of exercises,"Eduard-Rüber-Straße 7, 83022 Rosenheim, Germany",health;sports,,,,,,
1519381,Vantik,http://vantik.com,Vantik provides a new way to think about pension with automatic cashback from payments to retirement savings account,"Rosenthaler Str. 13, 10119 Berlin, Germany",fintech,,,,,,
1529499,Fishtripr,http://fishtripr.com,Brings together million's of outdoors lovers and professional fishing guides,"Parvis, Sinter-Goedeleplein 5, 1000 Brussel, Belgium",travel;wellness beauty,,,,,,
1474543,Hatch Entertainment,https://playhatch.com/,Hatch – Play games on demand. Share with friends.,"Keilaranta 19, 02150 Espoo, Finland",gaming,,,,,,
1597806,IQBlade,https://www.iqblade.com/, B2B Intelligence Platform which helps you to thrive in today's ultra-competitive markets. ,"Liverpool Science Park IC1, 131 Mount Pleasant, Liverpool L3 5TF, UK",enterprise software,,,,,,
974782,ZappTax,https://zapptax.com,Zapptax - Tax Free On Your Mobile,"Rue du Boulet 42, 1000 Bruxelles, Belgium",travel;fintech,,,,,,
2899808,ROI Financial Technologies,https://www.roi-app.com/en/,ROI investment app - ROI,"Otakaari 5, 02150 Espoo, Finland",fintech,,,,,,
890906,OLIO,https://olioex.com/,Free app connecting neighbors to surplus food and other goods that can be shared instead of thrown away.,"Haslemere Rd, London N8",food;energy,,,,,,
1814084,Kamedi,https://www.heatit.net/,Kamedi is going to provide users a device for the hyperthermic treatment of irritated skin after insect bites,"Haid-und-Neu-Straße 7, 76131 Karlsruhe, Germany",health,,,,,,
1781481,Comeat,http://www.comeat.net,"New concept within the experience economy, targeting people with a passion for traveling, eating good food and meeting new people from around the world","11, Slagtehusgade, 1715 Copenhagen, Denmark",travel;food,,,,,,
1773581,Alex Therapeutics,http://alextherapeutics.com,Designs and creates CE-certified Digital Therapeutics (DTx) medical products that combine AI with CBT,"Birger Jarlsgatan 57C, 113 56 Stockholm, Sweden",health,,,,,,
1567646,FoodDocs,https://www.fooddocs.eu/,Helping companies ensure that their food safety documents are always compliant with the law and meet all legal requirements,"Maakri, Tallinn, Estonia",legal;food,,,,,,
1764367,INFORMATIKA D.D.,http://www.informatika.si/,Informatika DD is a provider of IT support and services to electric power distribution companies,"Slovenia, Maribor, Vetrinjska ulica, 2",hosting,,,,,,
922871,Artivive,https://artivive.com/,An AR tool that allows artists to create new dimensions of art by linking classical with digital art,"Grimmgasse 33, 1150 Wien, Austria",media,,,,,,
1454548,Pest Pulse,https://www.pestpulse.com/,Pest Pulse Pest Control,"Anne Brady McQuillans DFK, Iveagh Court, Harcourt Rd, Saint Kevin's, Dublin, D02 R640, Ireland",education,,,,,,
904153,everskill,http://everskill.de/,Learning transfer for soft skill trainings │ everskill,"Sandstraße 3, 80335 Munich, Germany",education,,,,,,
1514091,LemonSwan,https://www.lemonswan.de/,LemonSwan - für die erfolgreiche Partnersuche!,"Germany, Hamburg, Bernstorffstraße, 120",dating,,,,,,
1742389,The Good Seat,https://thegoodseat.fr,The best French real-time comparator of Private car and Taxi applications,"Boulevard Diderot, 75012 Paris, France",transportation,,,,,,
1533886,Ugglo,http://www.ugglo.se,Improving thousands of kids'​ reading skills in pre-schools and schools across Sweden,"Renstiernas gata 25, 116 31 Stockholm, Sweden",education;kids,,,,,,
945101,Netflorista,http://www.netflorista.com/,"Flower and gift online marketplace to order rose boxes, flower bears, special cakes from local sellers","Győr, Kinizsi Pál u. 13, 9030 Hungary",home living,,,,,,
1533880,Ztable,http://ztable.se,Gives riders the opportunity to develop their riding and share their passion,"Klippvägen 25B, 756 52 Uppsala, Sweden",sports,,,,,,
1484625,AdvisorEat,https://advisoreat.it,"AdvisorEat – You dine, we reward","Corso di Porta Romana, Milan, Italy",food,,,,,,
949851,SPRT APP,https://sprt-app.com/uber-uns/,Die kostenlose Suchmaschine für Sport und Trainingspartner in deiner Nähe,"Potsdamer Straße 182, 10783 Berlin, Germany",sports,,,,,,
916839,Zeelo,https://zeelo.co,"Zeelo is a safe bus-sharing company, providing smart transportation services for commuting, school runs and events","123-125, Curtain Rd, Hackney, London EC2A 3BX, UK",transportation,,,,,,
968715,MonBuilding,https://www.monbuilding.com/en,Comprehensive building app for improved communications and a unique  entry point for services available to the occupants,"19 Boulevard Poissonnière, 75002 Paris, France",home living;enterprise software,,,,,,
1756947,Alma Mobility,http://www.alma.mobi,Offers sustainable and respectful urban mobility service,"Av. de Manoteras, 22, 28050 Madrid, Spain",energy;transportation,,,,,,
1738005,Arbrowser,https://arbrowser.co/,Innovative product visualization service. We help companies to display products in the newest ways,"3, Dorohozhytska Street, 04119 Kiev, Ukraine",home living,,,,,,
1726124,Mobistreet,http://mobistreet.mobi,"Fast-growing player of urban mobility: sharing platform via mobile app, connected furniture, and range of electric vehicles","34 Av. des Champs-Élysées, 75008 Paris, France",transportation,,,,,,
1480231,Anybuddy,http://anybuddyapp.com,Anybuddy connect Sportmen with sport Venues,"165 Avenue de Bretagne, 59000 Lille, France",sports,,,,,,
1513279,Gingerguide,http://www.gingerguide.com,GingerGuide,"Hammer Dorfstraße 64, 40221 Düsseldorf, Germany",travel,,,,,,
933651,EUROKNALLER,http://www.euroknaller.nl/,Daily deal platform offering products at discount,"98d, Hellingweg, 2583 CG The Hague, Netherlands",telecom;home living,,,,,,
1723189,Påmind,http://pamind.se,Give customers control over their existing everyday contracts,"Luntmakargatan 26, 111 37 Stockholm, Sweden",fintech,,,,,,
887607,Mesensei,http://www.mesensei.com,Private social network platform can be used to set-up task orientated communities and organizations across institutions and technology platforms,"Ensi linja 1, 00530 Helsinki, Finland",media;event tech,,,,,,
1528675,Klin,https://www.klin.lu,The first on-demand laundry and dry-cleaning service in Luxembourg,"Rue du Commerce, 3895 Foetz, Luxembourg",home living,,,,,,
1519041,The Joy,https://thejoy.io,A unique marketplace uniting customers with beauty and wellness professionals,"Gellertstraße, 76185 Karlsruhe, Germany",wellness beauty,,,,,,
1518229,Student Pop,https://www.studentpop.fr/,Application to help students find a short term job,"France, Paris, Rue Laffitte, 40",jobs recruitment,,,,,,
926388,QDOOZ,http://qdooz.com,Mobile app designed for learning life skills,"13 Onslow Square, Kensington, London SW7 3NJ",health;education,,,,,,
945537,Zebra Fuel,https://zebra-fuel.com/,Eliminating the inner city gas station by delivering fuel directly to your vehicle,"54 Gloucester Rd, Kensington, London SW7 4UB",energy;transportation,,,,,,
1533107,Streetkickers,https://streetkickers.de/,Football training app featuring professional football training content and personalized training plans,"Markgrafenstraße 12, 12105 Berlin, Germany",sports;education,,,,,,
1511669,LoveShark,http://loveshark.io/,Augmented reality studio,"SPACE, 1 Hereford Rd, Bayswater, London W2 4AB",gaming,,,,,,
1721978,ANAXEOS,http://anaxeos.io,Best Shared Life with Dogs Reflects the mutual value data and technological advancements can offer for dogs and people living with them,"Mikonkatu 9, 00100 Helsinki, Finland",enterprise software,,,,,,
1499024,Evezy,http://evezy.co.uk,Once-a-month all inclusive payment that allows a hassle-free solution for owning an electric car,"Fordrough, Birmingham B25 8DW",transportation,,,,,,
928093,Handlefy,http://www.handlefy.com,Storage on demand,"Tramkade 26, 5211 VB 's-Hertogenbosch, Netherlands",transportation;marketing,,,,,,
1474125,MUST Platform,https://must.io/,International marketplace of assets and financial instruments for SME and the platform of collateral and asset management,"Tornimäe 7, 10145 Tallinn, Estonia",fintech,,,,,,
1660742,Stockberry,https://stockberry.io/,Stockberry - Crypto Sentiment & Portfolio Analysis,"Piața Unirii, București, Romania",fintech,,,,,,
922003,Bittiq,https://bittiq.com/,Technology for financial well-being,"Europalaan 400, 3526 KS Utrecht, Netherlands",fintech;enterprise software,,,,,,
1476700,Intelistyle,http://www.intelistyle.co.uk/,Intelistyle uses A.I. to provide instant personalised styling recommendations,"160 City Rd, Old Street, London EC1V 2NX",fashion,,,,,,
905841,Tenzo,http://www.gotenzo.com,Actionable business insights for restaurants and retail,"80 Wood Ln, Shepherd's Bush, London W12 0BZ",food;marketing,,,,,,
1464609,FITMOST,https://www.fitmost.ru/,A membership that unites over 600 studios and fitness clubs and make it easy to book any classes online,"Ulitsa Pyatnitskaya, 71/5, стр. 2, Moskva, Russia, 119017",sports,,,,,,
1448189,Fundstack,https://fundstack.com/,"Enables fast, effective decisions on investment workflow for PE and VC","25 Easton St, Islington, London WC1X 0DS, UK",fintech;enterprise software,,,,,,
870393,Swascan,http://www.swascan.com,All-in-one cloud security suite platform,"Italy, Cassina De' Pecchi, Via Roma, 55",security,,,,,,
1603421,Wello.ai,https://wello.ai/,"Wello is an artificial intelligence platform in nutrition for overweight kids, who can change the way families understand and relate to their health - Wello.ai","Strada Colinei 26, Cluj-Napoca 400000, Romania",health;kids,,,,,,
954718,IPOS Technology,https://ipostechnology.com/,Horse Sports Technology,"High Tech Campus 12, 5656 AE Eindhoven, Netherlands",sports,,,,,,
1618492,Daily,https://daily.pl/,"An integrated logistics service that allows to provide a meal from nearby, high-quality restaurants to the customer","Poland, Warsaw, ulica Widok, 16",food,,,,,,
980371,UNIspotter,http://unispotter.com/,UNIspotter | Find & apply to your dream university,"Praterstraße 1, 1020 weXelerate, Austria",education,,,,,,
1534587,PANDA Guide,http://panda-guide.fr,The first augmented reality audio helmet for the blind,"5 Parvis Alan Turing, 75013 Paris, France",health,,,,,,
917501,Padoa,https://www.padoa.fr/,Developed a tool for monitoring the health of employees at work,"13 Rue Paul Valéry, 75116 Paris, France",health,,,,,,
1453849,Node.,http://www.node-living.com/,"A collection of thoughtfully designed, fully furnished, boutique apartments in the world’s most creative cities, where we re-imagine community living so our residents can connect, meet and collaborate locally and globally","174 N Gower St, Kings Cross, London NW1 2NB, UK",real estate;home living,,,,,,
918224,Mobility Work,http://www.mobility-work.com/,Allows its users to improve the maintenance management and the productivity,"25 Rue du Général Foy, 75008 Paris, France",enterprise software,,,,,,
1456492,Bubble Student,http://www.bubblestudent.co.uk/,Student property and lifestyle management app,"6-8 Greencoat Pl, Westminster, London SW1P 1PL",real estate,,,,,,
884813,Skello,https://www.skello.io/,Intelligent planning and staff management tool for stores and restaurants,"30 Rue de Gramont, 75002 Paris, France",food,,,,,,
949824,Mapify,https://mapify.travel,Travel experience platform,"Mülhauser Str. 5, 10405 Berlin, Germany",travel,,,,,,
1228357,WMD Capital,http://wmd-capital.com,WMD Capital – the digital solution for private wealth management,"Buttermelcherstraße 18, 80469 Munich, Germany",fintech,,,,,,
20802,JobUFO GmbH,http://jobufo.com,Simplifies the application process and optimizes communication between applicant and employer,"Friedrichstraße 231, 10969 Berlin, Germany",media;jobs recruitment,,,,,,
1511419,Loops Rewards Ltd,http://getloops.io,Loops - Universal Reward Points,"Wenlock Rd, Hoxton, London N1",marketing,,,,,,
910933,SPCE,https://www.liveinspce.com/,Connects landlords and students seeking to rent accommodation,"Building 660, Business Park, Coldharbour Ln, Stoke Gifford, Bristol BS16 1EJ, United Kingdom",real estate;sports,,,,,,
976077,Reflectly,http://www.reflectly.io/,A personal mindfulness companion app driven by AI,"Balticagade 16, 8000 Aarhus, Denmark",wellness beauty,,,,,,
1634353,Novoville,https://novoville.com/,Citizen Engagement Platform,"35 Grafton Way, Fitzrovia, London W1T 5DB",enterprise software,,,,,,
1458710,Simplifa,https://simplifa.de,Digital property manager for elevators,"Kurfürstenstraße 79-79a, 10787 Berlin, Duitsland",real estate,,,,,,
1477079,Cherrisk,https://www.cherrisk.com/,"Provides online insurance and a platform to collect virtual cherries and convert them to awesome discounts, cool products, or even charitable donations","Budapest, Róbert Károly körút 70, 1134 Hungary",fintech,,,,,,
922208,Masterplan,http://www.masterplan.com,"Provides structured, video-based digitalisation courses to employees","Husemannpl. 1, 44787 Bochum, Germany",education;enterprise software,,,,,,
1449527,Shepper,https://shepper.com/,"Smart Asset Checks.Whatever you need checking, wherever it is, we’ll take care of it","175 Long Ln, London SE1 4GT",security;real estate,,,,,,
1449031,Equipsme,https://www.equipsme.com,Health Insurance Plan for UK Business,"30 Great Guildford St, London SE1 0HS, UK",health;fintech,,,,,,
917555,20Face,http://20face.com,Total recall | The ultimate face recognition solution,"Hengelosestraat 50, 7514 AJ Enschede, Netherlands",security,,,,,,
1448296,Lumen,https://lumenapp.com/,"A dating app, designed for over 50s","88 Tavistock Pl, Kings Cross, London WC1H 9RS, UK",dating,,,,,,
1516030,ORDA,https://www.orda-app.com,"Develops digital products for gastronomy businesses to realize their full potential, works on creating a digital experience culture for restauranteurs, their staff and guests","6, Grafinger Straße, 81671 Munich, Germany",food,,,,,,
1606941,Capeesh,http://capeesh.com,Provides tailored and gamified digital language courses for foreign staff,"Havnegata 7, 7010 Trondheim, Norway",education,,,,,,
1499085,Smarty Software,http://smartysoftware.net,"SaaS Accounting, CRM, Marketing, Invoicing system for small business owners and entrepreneurs","68 King William St, London EC4N 7DZ, UK",fintech;marketing,,,,,,
1484565,Livemote,http://www.livemote.com,Livemote | Augmented Reality Maintenance App for mobile and Hololens,"Via Isonzo, 64/66, 52100 Arezzo AR, Italy",enterprise software,,,,,,
1510109,DocHQ,http://dochq.co.uk,"DocHQ allows people to recover from illness faster through online GP video consultations, prescription delivery, medical support & advice","Wessex House, Upper Market St, Eastleigh SO50 9FD, UK",health,,,,,,
928735,Winstrike,http://winstrike.gg/,A network of esports arenas,"Teatral'nyy Proyezd, 5с1, Moskva, Russia, 109012",gaming,,,,,,
1249796,Colendi,http://www.colendi.com/,Decentralized credit scoring platform using Blockchain technology,"Gartenstrasse 4, 6300 Zug, Switzerland",fintech,,,,,,
26740,Volumental,https://www.volumental.com/,"Volumental provides fit-based technology that helps B2B brands create an excellent in-store experience, generate perfect footwear recommendations, and improve customer loyalty. Volumental’s in-store hardware and software combine advanced computer vision and artificial intelligence with a delightfully simple user experience","Sweden, Stockholm, Fleminggatan, 20A",enterprise software,,,,,,
1607015,Eyenight,http://eyenightapp.com,Eyenight is a raising mobile app allowing people to buy tickets and book extras for night events,"3 Esplanade Augustin Aussedat, 74960 Annecy, France",event tech,,,,,,
980640,Abacus.ac,https://www.abacus.ac/,A self-learning artificial intelligence system that automates the activities of accounting service providers,"Schönbrunner Straße, Vienna, Austria",fintech,,,,,,
1485341,Pesky Fish,http://www.peskyfish.co.uk,"Seafood supply chain to benefit fish, fishermen and consumers","10-12 Bache's St, Hoxton, London N1 6DL",food,,,,,,
1792251,Idomed,https://idomed.fr,An intuitive and secure communication application intended for healthcare professionals,"323 Rue Saint-Martin, 75003 Paris, France",health,,,,,,
1737668,Yamee,https://myfoodness.co.bw,Mobile Commerce food ordering for green-field markets in Africa,"Startbaan 5, 1185 XP Amstelveen, Netherlands",food;transportation,,,,,,
889096,Shuut,https://shuut.it,"1-minute video campaign app, a smart tool for creating beautiful videos and running effective video marketing campaigns on social media","Põhja puiestee 27a, 10415 Tallinn, Estonia",marketing,,,,,,
1606993,Redinner Kft,http://redinner.com,Redinner App is a platform that takes action again food waste via connecting you with restaurants,"Budapest, Podmaniczky u. 14, 1065 Hungary",food,,,,,,
927872,Conntac,https://www.conntac.net/,Analyzes and solves Internet problems without having to call the provider for support,"Solectronstraße 2, 71083 Herrenberg, Germany",fintech;telecom,,,,,,
1484456,AR Market,http://www.arealitymarket.com,AR MARKET,"Viale di Val Fiorita, Rome, Italy",marketing,,,,,,
927870,Smartr365,https://www.smartr365.com/,Technology platform to help you give smarter financial advice and grow your business,"1 Queen Caroline St, Hammersmith, London W6 9YN",fintech,,,,,,
881740,Bright,http://www.getbright.se,Intelligent solution for adapting personal electricity use to when it's cheaper and more renewable electricity in the grid,"Älvkällevägen 3, 120 40 Årsta, Sweden",energy;home living,,,,,,
977489,DX. Exchange,https://dx.exchange/,Exchange cryptocurrencies with no trading fees,"Roosikrantsi, 10119 Tallinn, Estonia",fintech,,,,,,
974242,Yboo,http://www.yboo.co.uk/,Solving the problem of knowing which Network and Plan is best for you,"Northumberland St, Huddersfield HD1",telecom,,,,,,
867344,clevergig,http://www.clevergig.nl,The #1 SaaS WFM solution for Staffing Agencies. Easily schedule workers across several clients and locations,"Netherlands, Amsterdam-Duivendrecht, H.J.E. Wenckebachweg, 100",enterprise software,,,,,,
973294,Artur'In,https://www.arturin.com/,Automates and personalizes the management of social networks of small businesses,"24 Avenue Marceau, 75116 Paris, France",marketing,,,,,,
973257,Guest Suite,https://guest-suite.com/,An application for tourism professionals to collect customer reviews on site,"21 A Boulevard Gabriel Guist'Hau, 44000 Nantes, France",travel,,,,,,
959275,Roam.ai (formerly: GeoSpark),https://geospark.co/,"Provides a completely customizable​ location tracking and intelligence solution, with 90% less battery drain - never compromising on accuracy","Rigakade 10, 1013 BC Amsterdam, Netherlands",energy;enterprise software,,,,,,
889140,Social&Care,http://www.socialandcare.com,"An artificial intelligence platform for the management of social care, advanced telecare","Av. de la Autonomía, 7, 50003 Zaragoza, Spain",health,,,,,,
1713491,EMBIO Diagnostics,http://embiodiagnostics.eu,"Created the proprietary bio electric diagnostics device, related software and algorithms","Athalassas Ave 8, Nicosia 2018, Cyprus",health,,,,,,
1672248,3G Proxy,http://3gproxy.com,3G Proxy - Worlds Largest Mobile Proxy Testing Solution,"127 Moskovska, Podgorica 81000, Montenegro",legal,,,,,,
1491935,Grapedata,http://grape-data.com,The Expert at finding experts,"Universal House, Unit 401 E, 88-94 Wentworth St, London E1 7SA, United Kingdom",fintech,,,,,,
974178,FlyerBee,https://www.flyerbee.com/,FLYERBEE - Ambient Media Campaign Management Software & Marketplace | Disrupt the Global Advertising Business on a Local level.,"Stampfenbachstrasse 32, 8006 Zürich, Switzerland",marketing;enterprise software,,,,,,
957927,Sunshine Smile,https://www.sunshinesmile.de/,Fast-growing Digital Health Startup in the area of digital orthodontics operating from Berlin/Germany,"Friedrichstraße 154, 10117 Berlin, Germany",health,,,,,,
877794,WeParc,http://www.weparc.com,Parking in the city and at the airport has never been this easy.,"Netherlands, Amsterdam, Ringdijk",transportation,,,,,,
886905,Bankify Ltd,http://www.bankify.io,Specializes in smart and human-friendly services that unlock the value of financial mobile applications,"Sanduddsgatan 7, 00100 Helsingfors, Finland",fintech,,,,,,
1471137,GamerHash,https://www.gamerhash.com,"GamerHash is an innovative, blockchain-supported application which facilitates the exchange of desktop computing power for various digital goods provided in our integrated store","Poland, Poznan, ulica św. Czesława, 7",fintech,,,,,,
1511465,BBox Sports,http://www.bboxsports.com,Sports products subscription box company,"R. Daciano Costa 4, 1600-268 Lisboa, Portugal",gaming;sports,,,,,,
1660731,Ridesafe,https://www.ridesafe.eu/,A technology company dedicated to motorcycle safety,"100 Street Ln, Roundhay, Leeds LS8 2AL",transportation,,,,,,
886034,Equilab,https://equilab.horse,Equestrian training and progress tracking app,"Holtermansgatan 1C, 411 29 Göteborg, Sweden",sports,,,,,,
1512135,Spomoco,http://spomoco.com,Smart calendar for sports instructors and small health clubs,"Szolnok, Emese u. 78, 5000 Hungary",wellness beauty;sports,,,,,,
1492795,PayScanner,http://payscanner.com,Helping legacy payment ecosystems to adopt emerging payment ecosystems,"Campana Rd, Parsons Green, London SW6 4AS",fintech;education,,,,,,
1472606,Mapotic,https://www.mapotic.com/,"A platform combining community maps, crowdsourcing and user interactions, tracking and IoT visualizations","Pod Hájkem, Prague, Czech Republic",transportation;enterprise software,,,,,,
1458988,The Notox Life,https://www.thenotox.com/,A digital program that empowers people to reset their habits and efficiently transform their quality of life,"Calle de la Azalea, 755, 28109 Alcobendas, Madrid, Spain",health;wellness beauty,,,,,,
1454451,Festy,https://festy.ie/,"A contactless payment and verification system that unites NFC and blockchain technology to benefit event organisers, merchants and their attendees","Opera Ln, Centre, Cork, Ireland",fintech,,,,,,
1447758,Airofit,http://www.airofit.com/,"Breathing trainer providing adjustable airflow resistance, making respiratory muscles work overtime","Titangade, Copenhagen, Denmark",sports,,,,,,
1249379,Icohup,https://www.icohup.com/,An innovative radioactivity detector,"26 Le Poudrier, 87000 Limoges, France",robotics,,,,,,
949736,alphin,http://www.alphin.com,Building the world's leading local marketing platform,"Zimmerstraße 78, 10117 Berlin, Germany",marketing,,,,,,
971952,Folio,https://folio.no/,Developing a software as a service solution for financial planning,"Youngstorget 3, 0181 Oslo, Norway",fintech;enterprise software,,,,,,
965225,Serndip,https://www.serndip.fr/,Event based dating application,"Rue Saint-Antoine, 75004 Paris, France",dating,,,,,,
964923,Multiply.ai,https://www.multiply.ai/,Making financial advice available to everyone,"41 Luke St, Shoreditch, London EC2A 4AR",fintech,,,,,,
925265,Xayn,https://www.xayn.com,Xayn is web search as it should be by combining personalisation and privacy with an ad-free experience,"Unter den Linden 42, 10117 Berlin, Germany",,,,,,,
1475678,GameTree,https://gametree.me/,GameTree – Social Network for Gamers,"vulytsia Bohdana Khmelnytskoho, Vyshneve, Kyivs'ka oblast, Ukraine, 08132",gaming,,,,,,
1618192,Curio Capital AG,https://curioinvest.com/,A technology platform that lets anyone invest directly in rare alternative assets,"Bahnhofstrasse 3, 8001 Zürich, Switzerland",fintech,,,,,,
933986,Pago,http://pagoplateste.ro/,Providing the smart way to manage bills,"Strada Inginer Gheorghe Balș nr. 3, București 011889, Romania",fintech,,,,,,
1533056,Flowletics,http://flowletics.com,Training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,"Markgrafenstraße 12-14, 10969 Berlin, Germany",health,,,,,,
1515919,Freework,https://freework.com,"Freework - Timesheet, Time Tracking and Invoicing for Freelancers","Heßstraße 96, 80797 Munich, Germany",fintech;jobs recruitment,,,,,,
929120,BCaster,https://bcaster.com/,"AI-powered media platform for crowdsourced mobile videos with monetization, rights management and real time search","Etelä, Nälkäniementie 25, 57600 Savo, Finland",media,,,,,,
964824,Dobbi,https://dobbi.com,Skip your Laundry & Dry Cleaning,"Joop van Den Endeplein 1, 1217 Hilversum, Netherlands",home living,,,,,,
909189,Karnott,http://www.karnott.fr/,Combines an autonomous connected meter with a simple and innovative application for monitoring and pooling of agricultural equipment,"165 Avenue de Bretagne, 59000 Lille, France",food,,,,,,
925937,Teatime,http://teatime.games,Social games developer,"Laugavegur 26, 101 Reykjavík, Iceland",gaming,,,,,,
961823,Homerr,https://homerr.com/,Never miss a delivery,"Prinsengracht 436, 1017 KE Amsterdam, Netherlands",transportation,,,,,,
892233,HorseAnalytics,http://horse-analytics.com,Performance tracking solution for equestrian sports,"Suhrenkamp 59, 22335 Hamburg, Germany",fintech,,,,,,
890491,Valeet,http://valeet.io/,Valeet On-Demand Parking: Never Park Again,"Paseo de la Castellana, 127, 28046 Madrid, Spain",transportation,,,,,,
888910,Piximate SA,http://www.piximate.net,Piximate put order in your photos and helps businesses sharing more efficiently their content,"Belgium, Ottignies-Louvain-la-Neuve, Chemin du Cyclotron, 6",media,,,,,,
942534,Tiledmedia,http://tiledmedia.com/,"Frontrunner in flexible and affordable, low-latency delivery of extremely high-resolution video content to consumer devices","Goudsesingel 152, 3011 KD Rotterdam, Netherlands",media;enterprise software,,,,,,
942526,Juuve Carsharing,https://juuve.nl/,App with which you can reserve a varied range of cars within 1 minute,"Stationsplein 45, 3013 AK Rotterdam, Netherlands",transportation,,,,,,
1799112,BOB Concierge,https://bob-concierge.ro,"A chain of automated residential tech units to provide within 60 seconds meals, grocery, goods and services to individuals","Romania, Voluntari, Centura Bucuresti",food;transportation,,,,,,
1512139,Fainin,https://fainin.com/,Rental Marketplace App,"Lückstraße 24, 10317 Berlin, Germany",fintech,,,,,,
963563,Poleecy Insurtech,http://www.poleecy.com,Ecosystem for selling insurance micro-policies to everybody,"Via di Valle Lupara, 10, 00148 Roma RM, Italy",fintech,,,,,,
928522,LESS,https://www.less.com/,Enables you to share rides in real time in your city everyday,"18 Rue de Derrière la Montagne, 77500 Chelles, France",transportation,,,,,,
905236,Fat Lama,https://fatlama.com/,Peer-to-peer rental platform,"1a Old Nichol St, Shoreditch, London E2",fintech,,,,,,
951710,Zolitron Technology,http://zolitron.com/,Leading cognitive sensor technology company,"Universitätsstraße 136, 44799 Bochum, Germany",enterprise software,,,,,,
955856,Fundamental Capital,https://fundamental.capital/en/,Online asset manager specializing in using algorithms to help individuals invest in securities,"Germany, Willich, Halskestraße, 20",fintech,,,,,,
890820,ELCIES,http://elcies.com,"Intelligent Data Platform for Health, Sport and Wellness Companies","Rotterdamseweg 183, 2629 HD Delft, Netherlands",health;sports,,,,,,
